IDENT,PROBLEM,ACTION,DESAB
102992,FWD L/H BAFFLE NEEDS TO BE SECURED.,SECURED BAFFLE.,FORWARD LEFT BAFFLE NEEDS TO BE SECURED.
102993,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 CYL INTAKE GASKET.,#4 INTAKE LEAKING.
102994,FWD ADEL CLAMP ON #3 CYL LOOSE & RUBBING ON PUSH ROD TUBE.,REMOVED & REPLACED FWD ADEL CLAMP ON #3 CYL PUSH ROD TU,FORWARD ADEL CLAMP ON #3 CYLINDER LOOSE & RUBBING ON PUSH ROD TUBE.
102995,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE IS LEAKING.
102996,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,#4 ROCKER COVER GASKET LEAKING.
102997,L/H ENG #2 CYL INTAKE GASKET IS LEAKING.,REPLACED GASKET.,LEFT ENGINE #2 CYLINDER INTAKE GASKET IS LEAKING.
102998,R/H ENG #3 CYL ROCKER COVER IS MISSING A SCREW.,REPLACED SCREW.,RIGHT ENGINE #3 CYLINDER ROCKER COVER IS MISSING A SCREW.
102999,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED GASKET.,#2 CYLINDER INTAKE LEAKING.
103000,#2 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 CYLINDER ROCKER COVER GASKET LEAKING.
103001,UPPER COWLING NEEDS SMALL PIECE OF CHAFE TAPE.,INSTALLED TAPE.,UPPER COWLING NEEDS SMALL PIECE OF CHAFE TAPE.
103002,"L/H UPPER ENG BAFFLING ON ENG, WORN SEAL SUPPORT.",SECURED SEAL.,"LEFT UPPER ENGINE BAFFLING ON ENGINE, WORN SEAL SUPPORT."
103003,"BETWEEN #2 & 4 CYLDERS, SPIRAL WRAP MELTED.","REMOVED PLASTIC, RECONTOURED LINE OUT OF WAY.","BETWEEN #2 & 4 CYLDERS, SPIRAL WRAP MELTED."
103004,#2 CYL ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 CYLINDER ROCKER COVER LEAKING.
103005,#3 CYL ROCKER COVER BOTTOM SCREW NEEDS SWAPPED W/ AFT BAFFLE,SWAPPED SCREWS.,#3 CYLINDER ROCKER COVER BOTTOM SCREW NEEDS SWAPPED W/ AFT BAFFLE
103006,#2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 3 ROCKER COVER GASKETS LEAKING.
103007,#3 CYL BAFFLING MISSING SPARK PLUG ACCESS PLUG.,INSTALLED NEW SPARK PLUG ACCESS PLUG.,#3 CYLINDER BAFFLING MISSING SPARK PLUG ACCESS PLUG.
103008,CRACK NOTED ON TOP OF #2 CYL BAFFLING.,CRACK PREVIOUSLY STOP DRILLED. NO FURTHER DEFECTS NOTED,CRACK NOTED ON TOP OF #2 CYLINDER BAFFLING.
103009,R/H ENG FWD BAFFLE LOOSE.,REATTACHED BAFFLE.,RIGHT ENGINE FORWARD BAFFLE LOOSE.
103010,#3 AFT BAFFLE CRACKED.,INSTALLED PATCH MADE OF LIKE MATERIAL.,#3 AFT BAFFLE CRACKED.
103011,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE GASKET LEAKING.
103012,#3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,#3 & 4 ROCKER COVER GASKETS LEAKING.
103013,#2 ROCKER COVER GASKET LEAKING.,LEAK CK GOOD.,#2 ROCKER COVER GASKET LEAKING.
103013,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 CYL ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.
103015,OIL COOLER REQUIRES TIME CHANGE.,OPS & LEAK CK GOOD.,OIL COOLER REQUIRES TIME CHANGE.
103015,OIL COOLER REQUIRES TIME CHANGE.,REMOVED & REPLACED OIL COOLER,OIL COOLER REQUIRES TIME CHANGE.
103017,ENGINE REQUIRES TIME CHANGE.,INSTALLED EXHAUST SYSTEM. CONNECTED ELECTRICAL WIRING.,ENGINE REQUIRES TIME CHANGE.
103017,ENGINE REQUIRES TIME CHANGE.,DISCONNECTED BATTERY GROUND. REMOVED EXHAUST SYSTEM. DI,ENGINE REQUIRES TIME CHANGE.
103017,ENGINE REQUIRES TIME CHANGE.,"INSTALLED BUILT UP ENGINE ON MOUNT, TOR",ENGINE REQUIRES TIME CHANGE.
103017,ENGINE REQUIRES TIME CHANGE.,"FINISHED INSTALLING STARTER, VACUUM PUMP, ALTERNATOR, W",ENGINE REQUIRES TIME CHANGE.
103017,ENGINE REQUIRES TIME CHANGE.,"REMOVED BAFFLING, OIL LINE & QUICK DRAIN FROM CORE ENGI",ENGINE REQUIRES TIME CHANGE.
103022,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE IS LEAKING.
103023,"ON RUN UP, IDLE RPM WAS AT 720.",ADJUSTED IDLE SPEED.,"ON RUN UP, IDLE RPM WAS AT 720."
103023,"ON RUN UP, IDLE RPM WAS AT 720.",RUN UP IDLE CK GOOD.,"ON RUN UP, IDLE RPM WAS AT 720."
103025,CYL #3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED CYL #3 ROCKER COVER GASKET.,CYLINDER #3 ROCKER COVER GASKET LEAKING.
103026,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACD #3 CYL INTAKE GASKET.,#3 INTAKE GASKET LEAKING.
103027,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 CYL INTAKE GASKET.,#2 INTAKE GASKET LEAKING.
103028,#2 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 CYLINDER ROCKER COVER GASKET LEAKING.
103029,#4 INTAKE LEAKING.,REPLACED GASKET.,#4 INTAKE LEAKING.
103030,ENGINE RPM WOULD FLUCTUATE 200 - 250 RPM @ HOVER. RAN ROUGH,"RAN UP A/C, NO DEFECTS NOTED.",ENGINE RPM WOULD FLUCTUATE 200 - 250 RPM @ HOVER. RAN ROUGH
103031,BOTH BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,BOTH BAFFLE PLUGS WORN.
103032,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,#4 INTAKE GASKET IS LEAKING.
103033,R/H BAFFLE PLUG MISSING FINGERS.,INSTALLED NEW PLUG.,RIGHT BAFFLE PLUG MISSING FINGERS.
103034,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 ROCKER COVER GASKET LEAKING.
103035,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE LEAKING.
103036,#3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#3 & 4 INTAKE GASKETS LEAKING.
103037,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.
103038,"CRACK NOTED ON INSIDE OF #2 CYL BAFFLING, NEAR RIVET.",STOP DRILLED CRACK.,"CRACK NOTED ON INSIDE OF #2 CYLINDER BAFFLING, NEAR RIVET."
103039,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,PERFORMED COMPRESSION ON #2 CYL AFTER RUN & NOTED 70/80,CYLINDER #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.
103039,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,PERFORMED RUN UP AFTER WARMING UP ENGINE & NOTED NO DEF,CYLINDER #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.
103039,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,STAKED EXHAUST & INTAKE VALVES NOTING NO IMPROVEMENT IN,CYLINDER #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.
103042,#2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 3 ROCKER COVERS LEAKING.
103043,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING.
103044,"ENGINE OVERSPEED, 2750 - 2760 RPM FOR 3-4 SECONDS.","RESEARCHED FDM CARD DATA, FOUND MAX RPM OF 2739.8; WHIC","ENGINE OVERSPEED, 2750 - 2760 RPM FOR 3-4 SECONDS."
103045,#3 & 4 ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED #3 & 4 CYL ROCKER COVER GASKETS.,#3 & 4 ROCKER COVER GASKETS ARE LEAKING.
103046,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKING.
103047,SNIFFLER VALVE DIRTY.,CLEANED SNIFFLER VALVES.,SNIFFLER VALVE DIRTY.
103048,"#2, 4 ROCKER COVER GASKETS LEAKING.","REPLACED #2, 4 ROCKER COVER GASKETS.","#2, 4 ROCKER COVER GASKETS LEAKING."
103049,"#2, 3, 4 ROCKER GASKETS LEAKING.","REPLACED GASKETS, LEAK CK GOOD.","#2, 3, 4 ROCKER GASKETS LEAKING."
103050,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE LEAKING.
103051,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,CYLINDER #4 ROCKER COVER GASKET LEAKING.
103052,"#4 INTAKE IS LEAKING, CYL #3 INTAKE LEAKING, CYL #2 INTAKE L","REMOVED & REPLACED #2, 3 & 4 INTAKE GASKETS.","#4 INTAKE IS LEAKING, CYLINDER #3 INTAKE LEAKING, CYLINDER #2 INTAKE L"
103053,CRACK NOTED ON LOWER REAR POSITION OF #4 CYL BAFFLE.,"STOP DRILLED CRACK, NO OTHER DEFECTS NOTED @ THIS TIME.",CRACK NOTED ON LOWER REAR POSITION OF #4 CYLINDER BAFFLE.
103054,"CRACK NOTED ON INSIDE OF #1 CYL UPPER BAFFLE, NEAR RIVET.","STOP DRILLED BOTH ENDS OF CRACK, NO FURTHER DEFECTS NOT","CRACK NOTED ON INSIDE OF #1 CYLINDER UPPER BAFFLE, NEAR RIVET."
103055,ALL ROCKER COVER SCREWS ARE LOOSE.,TIGHTENED ALL COVERS.,ALL ROCKER COVER SCREWS ARE LOOSE.
103056,ALL CYL DRAIN LINE B' NUTS ARE LOOSE.,TIGHTENED ALL B' NUTS.,ALL CYLINDER DRAIN LINE B' NUTS ARE LOOSE.
103057,"SPRING WIRE FOR I/B L/H SIDE ENG, BROKEN.",REPLACED SPRING WIRE.,"SPRING WIRE FOR I/B LEFT SIDE ENGINE, BROKEN."
103058,BOTH BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,BOTH BAFFLE PLUGS WORN.
103059,#2 & 4 ROCKER COVERS LEAKING.,REPLACED GASKETS.,#2 & 4 ROCKER COVERS LEAKING.
103060,BAFFLE PLUGS WORN.,REPLACED W/ NEW ONES.,BAFFLE PLUGS WORN.
103061,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE IS LEAKING.
103062,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 CYL INTAKE GASKET.,#3 INTAKE LEAKING.
103063,#4 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #4 INDUCTION TUBE GASKET.,#4 INDUCTION TUBE GASKET LEAKING.
103064,ENGINE R/H REAR BAFFLE SUPPORT BRACKET LOOSE.,REMOVED R/H REAR BAFFLE. INSTALLED NEW SCREWS & NUTS. R,ENGINE RIGHT REAR BAFFLE SUPPORT BRACKET LOOSE.
103065,BOTTOM R/H BAFFLE TIE DOWN UNSECURED FROM BAFFLE.,INSTALLED NEW TIE ROD.,BOTTOM RIGHT BAFFLE TIE DOWN UNSECURED FROM BAFFLE.
103066,R/H FUEL TOP ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,RESECURED BAFFLE SEAL.,RIGHT FUEL TOP ENGINE BAFFLE SEAL NEEDS TO BE SECURED.
103067,#2 & 3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 3 INTAKE GASKET LEAKING.
103068,#2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,#2 & 3 ROCKER COVER GASKETS LEAKING.
103069,#1 CYL BAFFLE CRACK NOTED BY CYL HEAD SCREW PLATE.,STOP DRILLED CRACK & INSTALLED DOUBLER PLATE TO #1 CYL,#1 CYLINDER BAFFLE CRACK NOTED BY CYLINDER HEAD SCREW PLATE.
103070,#4 INTAKE LEAKING.,REPLACED GASKET.,#4 INTAKE LEAKING.
103071,LOWER BAFFLING SEAL IS CHAFING AIR FILTER BOX CAM LOCK NUTPL,INSTALLED RTV IN AREAS.,LOWER BAFFLING SEAL IS CHAFING AIR FILTER BOX CAM LOCK NUTPL
103072,SMALL FOD ON TOP OF #3 CYLINDER,REMOVED FOD ON TOP OF NO. 3 CYLINDER,SMALL FOREIGN OBJECT DAMAGE ON TOP OF #3 CYLINDER
103073,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 CYL INTAKE GASKETS.,#2 & 4 INTAKE GASKETS LEAKING.
103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",RESECURED R/H ENGINE FOAM SEAL.,"RIGHT ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET"
103075,L/H REAR ENGINE BAFFLE ACCESS HOLE WORN.,INSTALL ACCESS HOLE DOUBLER IAW,LEFT REAR ENGINE BAFFLE ACCESS HOLE WORN.
103076,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#4 INTAKE GASKET LEAKING.
103077,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 CYL ROCKER COVER GASKET.,#3 ROCKER COVER GASKET LEAKING.
103078,"OIL PRESENT ON ENGINE, R/H SIDE. OIL SPRAYED BELOW & AFT.",FOUND #4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACE,"OIL PRESENT ON ENGINE, RIGHT SIDE. OIL SPRAYED BELOW & AFT."
103079,"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXT",RAN UP A/C & LEANED OUT TO CLEAN PLUGS. OPS CK OK.,"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXTURE"
103080,#4 CYLINDER INTAKE LEAKS.,REPLACED GASKET.,#4 CYLINDER INTAKE LEAKS.
103081,FRONT BAFFLE SEAL WORN BY ENG INLET & EDGES.,INSTALLED RTV IN WORN AREAS.,FRONT BAFFLE SEAL WORN BY ENGINE INLET & EDGES.
103082,"#1, 2, 3 & 4 OIL RETURN LINES LEAKING.",TIGHTENED OIL RETURN LINE CLAMPS.,"#1, 2, 3 & 4 OIL RETURN LINES LEAKING."
103083,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#3 INTAKE LEAKING.
103084,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER GASKET.,#2 ROCKER COVER LEAKING.
103085,#1 ROCKER GASKET LEAKING.,REPLACED W/ NEW GASKET. LEAK CK GOOD.,#1 ROCKER GASKET LEAKING.
103086,#1 INTAKE GASKET IS LEAKING.,REPLACED W/ NEW GASKET. LEAK CK GOOD.,#1 INTAKE GASKET IS LEAKING.
103087,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 4 INTAKES LEAKING.
103088,"#2, 3 & 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,"#2, 3 & 4 INTAKE GASKETS LEAKING."
103089,#2 & 4 ROCKER COVERS MISSING HARDWARE.,INSTALLED SCREWS ONTO ROCKER COVERS.,#2 & 4 ROCKER COVERS MISSING HARDWARE.
103090,"CRACK NOTED ON INSIDE OF #1 CYL BAFFLE, BY SCREW PLATE.",STOP DRILLED CRACK.,"CRACK NOTED ON INSIDE OF #1 CYLINDER BAFFLE, BY SCREW PLATE."
103091,#1 & 2 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,#1 & 2 ROCKER COVER GASKETS LEAKING.
103092,CRACK NOTED ON ENGINE BAFFLE NEAR AFT ALTERNATOR ATTACH BOLT,STOP DRILLED CRACK.,CRACK NOTED ON ENGINE BAFFLE NEAR AFT ALTERNATOR ATTACH BOLT
103093,L/H SIDE COWL SEAL COMING LOOSE.,RESECURED COWL SEAL.,LEFT SIDE COWL SEAL COMING LOOSE.
103094,#3 & 4 INTAKE GASKETS LEAKING.,"REPLACED BOTH GASKETS, LEAK CK GOOD.",#3 & 4 INTAKE GASKETS LEAKING.
103095,ALL ROCKER GASKETS ARE LEAKING.,REPLACED ALL ROCKER GASKETS. LEAK CK GOOD.,ALL ROCKER GASKETS ARE LEAKING.
103096,#4 INTAKE GASKET LEAKING,REMOVED & REPLACED INTAKE GASKET.,#4 INTAKE GASKET LEAKING
103097,#3 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,#3 CYLINDER INTAKE GASKET IS LEAKING.
103098,#2 & 4 CYL INTAKE GASKETS LEAKING.,REPLACED GASKETS.,#2 & 4 CYLINDER INTAKE GASKETS LEAKING.
103099,VACUUM PUMP COOLING DUCT CHAFING OIL COOLER LINE.,"NO DAMAGED NOTED, APPLIED SILICONE AS BUFFER.",VACUUM PUMP COOLING DUCT CHAFING OIL COOLER LINE.
103100,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,STOP DRILLED CRACK.,#3 AFT BAFFLE CRACKED ON RIGHT ENGINE.
103101,R/H ENGINE #2 & 3 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,RIGHT ENGINE #2 & 3 INTAKES LEAKING.
103102,"L/H ENGINE #2, 3, 4 INTAKES LEAKING.",REMOVED & REPLACED INTAKES GASKETS.,"LEFT ENGINE #2, 3, 4 INTAKES LEAKING."
103103,"R/H ENGINE #4, 2, 3 ROCKER COVERS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"RIGHT ENGINE #4, 2, 3 ROCKER COVERS LEAKING."
103104,"INTAKE GASKET, CYL #2, LEAKING.",REMOVED & REPLACED INTAKE GASKET.,"INTAKE GASKET, CYLINDER #2, LEAKING."
103105,"DURING TAKE OFF ROLL, ADVANCED THROTTLE TO FULL POWER; RPM W","RAN UP A/C, UNABLE TO DUPLICATE DISCREPANCY. OPS CK OK.","DURING TAKE OFF ROLL, ADVANCED THROTTLE TO FULL POWER; RPM W"
103106,FWD BAFFLE SEALS HAVE WORN SPOTS.,NO DAMAGED NOTED. APPLIED SILICONE TO SEAL AS BUFFER.,FORWARD BAFFLE SEALS HAVE WORN SPOTS.
103107,R/H ENGINE #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,RIGHT ENGINE #4 INTAKE GASKET LEAKING.
103108,#2 & 4 INTAKES LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.
103109,R/H #4 ROCKER GASKET IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,RIGHT #4 ROCKER GASKET IS LEAKING.
103110,#4 ROCKER COVER IS LEAKING ON L/H ENGINE.,REMOVED & REPLACED ROCKER COVER GASKET.,#4 ROCKER COVER IS LEAKING ON LEFT ENGINE.
103111,#2 & 3 INDUCTION PIPES ARE LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 3 INDUCTION PIPES ARE LEAKING ON LEFT ENGINE.
103112,"ENGINE RUNNING ROUGH, #2 CYL EGT LOW.","RAN A/C, OPS CK GOOD. BORESCOPED CYLINDER, NO DEFECTS F","ENGINE RUNNING ROUGH, #2 CYLINDER EXHAUST GAS TEMPERATURE  LOW."
103113,ENGINE PROBLEM,DROVE TO SITE W/ TRAILER. LOADED HELICOPTER & RETURNED,ENGINE PROBLEM
103114,ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC,BEGAN PERFORMING LYCOMING .,ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC
103114,ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC,"COMPLETED LYCOMING , FOUND #1, 4 EXHAUST GUIDES",ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC
103114,ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC,"COMPLETED REASSEMBLY. RAN UP A/C, OPS CK GOOD.",ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC
103117,ROUGH ENGINE W/ OIL LEAK,FOR BILLING PURPOSES ONLY,ROUGH ENGINE W/ OIL LEAK
103117,ROUGH ENGINE W/ OIL LEAK,INSTALLED O/H'ED OIL COOLER. REINSTALLED EXHAU,ROUGH ENGINE W/ OIL LEAK
103117,ROUGH ENGINE W/ OIL LEAK,PERFORMED OPERATIONAL & LEAK CK. ADJUST IDLE MIXTURE. N,ROUGH ENGINE W/ OIL LEAK
103117,ROUGH ENGINE W/ OIL LEAK,RECEIVED CUSTOMER SUPPLIED ENG. CLEANED & INSPECTED ENG,ROUGH ENGINE W/ OIL LEAK
103117,ROUGH ENGINE W/ OIL LEAK,REMOVED DEFECTIVE ENGINE FROM A/C. INSTALLED FACTORY O/,ROUGH ENGINE W/ OIL LEAK
103122,CYL #3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,CYLINDER #3 & 4 INTAKE GASKETS LEAKING.
103123,"NEAR IDLE, ENGINE WAS A LITTLE ROUGH. AT STOP FOR RUN UP, RP","STARTED ENGINE, WARMED TO OPERATING TEMPS. ENGINE IDLE","NEAR IDLE, ENGINE WAS A LITTLE ROUGH. AT STOP FOR RUN UP, RIGHT PATTERN"
103124,FWD ENG BAFFLE SEAL ABOVE VACUUM PUMP TORN.,PART ON ORDER.,FORWARD ENGINE BAFFLE SEAL ABOVE VACUUM PUMP TORN.
103125,FWD ENG PLUGS SAFETY WIRE LOOSE & CHAFING THROUGH.,RESAFETIED PLUGS.,FORWARD ENGINE PLUGS SAFETY WIRE LOOSE & CHAFING THROUGH.
103126,FWD ENG BAFFLE SEAL ABOVE VACUUM PUMP TORN.,REMOVED & REPLACED FWD ENG BAFFLE SEAL ABOVE VACUUM PUM,FORWARD ENGINE BAFFLE SEAL ABOVE VACUUM PUMP TORN.
103127,SCREW MISSING AT #3 CYL BAFFLE.,"FOUND SCREW ON LOWER BAFFLE, REPLACED SCREW.",SCREW MISSING AT #3 CYLINDER BAFFLE.
103128,"#2 & 3 ROCKER COVER GASKETS LEAKING, L/H ENG.",REMOVED & REPLACED ROCKER COVER GASKETS.,"#2 & 3 ROCKER COVER GASKETS LEAKING, LEFT ENGINE."
103129,"BAFFLE SEAL ABOVE AIR FILTER BOX, CHAFED.",APPLIED SILICONE TO AREA WHERE NEEDED. NO DAMAGE NOTED.,"BAFFLE SEAL ABOVE AIR FILTER BOX, CHAFED."
103130,#2 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE TUBE GASKET LEAKING.
103131,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE GASKET LEAKING.
103132,#2 & 3 CYL ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,#2 & 3 CYLINDER ROCKER COVERS LEAKING.
103133,#2 CHT FITTING NEEDS TO BE REPLACED.,REPLACED CHT FITTING.,#2 CYLINDER HEAD TEMPERATURE FITTING NEEDS TO BE REPLACED.
103134,#4 INTAKE LEAKING.,REPLACED GASKET.,#4 INTAKE LEAKING.
103135,"FWD BAFFLE SEALS ON ENG, WEAR MARKS AGAINST AIR FILTER.",RTV'ED AREAS.,"FORWARD BAFFLE SEALS ON ENGINE, WEAR MARKS AGAINST AIR FILTER."
103136,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 CYLINDER INTAKE GASKET LEAKING.
103137,"#3, 4 & 1 INTAKES LEAKING.",REMOVED & REPLACED GASKETS.,"#3, 4 & 1 INTAKES LEAKING."
103138,#3 ROCKER DRAIN LINE CHAFING.,INSTALLED CHAFE WRAP ONTO ROCKER DRAIN LINE. NO DAMAGE,#3 ROCKER DRAIN LINE CHAFING.
103139,"ACCIDENTALLY OVERSPED ENGINE BEFORE PULLING THROTTLE BACK, E",EVALUATED DATA ON FDM CARD & FOUND ENGINE OVERSPEED TO,"ACCIDENTALLY OVERSPED ENGINE BEFORE PULLING THROTTLE BACK, E"
103140,#4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#4 INTAKE IS LEAKING.
103141,ENGINE BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED BAFFLE PLUGS.,ENGINE BAFFLE PLUGS ARE WORN.
103142,"#1, 2 & 3 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"#1, 2 & 3 ROCKER COVERS ARE LEAKING."
103143,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#3 INTAKE GASKET LEAKING.
103144,"LOWER INTERCYLINDER BAFFLE SPRING ON R/H SIDE OF ENGINE, BRO",REMOVED & REPLACED BAFFLE SPRING.,"LOWER INTERCYLINDER BAFFLE SPRING ON RIGHT SIDE OF ENGINE, BRO"
103145,INTAKES #1 & 2 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,INTAKES #1 & 2 LEAKING.
103146,CYL #1 & 4 INTAKE GASKETS LEAKING.,INSTALLED NEW #1 & 4 INTAKE GASKETS.,CYLINDER #1 & 4 INTAKE GASKETS LEAKING.
103147,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,CYLINDER #2 INTAKE GASKET LEAKING.
103148,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER #1 ROCKER COVER GASKET LEAKING.
103149,#1 ROCKER DRAIN LINE LOOSE.,TIGHTENED DRAIN LINE.,#1 ROCKER DRAIN LINE LOOSE.
103150,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.
103151,R/H AFT ENGINE BAFFLE MOUNTING BRACKET LOOSE.,REATTACHED MOUNTING BRACKET TO ENGINE BAFFLE.,RIGHT AFT ENGINE BAFFLE MOUNTING BRACKET LOOSE.
103152,BOLT MISSING ON #3 CYL SIDE BAFFLE.,INSTALLED BOLT WHERE NEEDED.,BOLT MISSING ON #3 CYLINDER SIDE BAFFLE.
103153,#3 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#3 CYLINDER ROCKER COVER GASKET LEAKING.
103154,#2 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE TUBE GASKET LEAKING.
103155,#3 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED BOTH GASKETS.,#3 & 4 INTAKE GASKETS ARE LEAKING.
103156,#2 CYL ROCKER DRAIN LINE LEAKING AT SUMP.,TIGHTENED CLAMPS ON ROCKER DRAIN LINE.,#2 CYLINDER ROCKER DRAIN LINE LEAKING AT SUMP.
