IDENT,DESAB
103331,#4 INTAKE IS LEAKING.
103332,RIGHT FORWARD ENGINE BAFFLE SEAL LOOSE.
103333,#3 INTAKE LEAKING.
103334,"2 BAFFLE SCREWS MISSING, ABOVE STARTER."
103335,#4 INTAKE LEAKING.
103336,RIGHT FORWARD BAFFLE MATERIAL LOOSE.
103337,CYLINDER #2 INTAKE GASKET LEAKING.
103338,"CYLINDER #1, 4 ROCKER COVERS LEAKING."
103339,#1 & 2 CYLINDER ROCKER COVER GASKETS LEAKING.
103340,#3 INTAKE GASKET LEAKING.
103341,#2 CYLINDER INTAKE GASKET LEAKING.
103342,BAFFLE CRACKED ABOVE #1 CYLINDER.
103343,#2 INTAKE GASKET LEAKING.
103344,#3 & 4 ROCKER COVER GASKETS LEAKING.
103345,"#1, 2, 4 INTAKES LEAKING."
103346,RIGHT ENGINE BAFFLE PLUG LOCK TAB BROKEN.
103347,#4 CYLINDER INTAKE GASKET IS LEAKING.
103348,#3 INTAKE LEAKING.
103349,SCREW MISSING RIGHT BAFFLE.
103350,FORWARD LOWER ENGINE BAFFLE SEAL WORN ABOVE ENGINE AIR INTAKE.
103351,CYLINDER #3 INTAKE GASKET IS LEAKING.
103352,RIGHT BAFFLE PLUG DAMAGED.
103353,A/C & PILOT REQUIRE START ASSIST.
103354,#3 INTAKE GASKET LEAKING.
103355,ENGINE BACK BONE BOLTS SEEPING.
103356,OIL FILLER TUBE LOOSE.
103357,INTER BAFFLE ROD FASTENER BROKEN.
103358,#3 AFT BAFFLE TAB RIVETS LOOSE.
103359,#4 INTAKE GASKET LEAKING.
103360,SPRING CONNECTOR BETWEEN #1 & 3 CYLINDER BAFFLES IS BROKEN.
103361,#3 BAFFLE CRACKED.
103362,"ENGINE FORWARD LOWER COWL SEAL WORN, ABOVE AIR INTAKE."
103363,"BOLT MISSING ON #4 BAFFLE, RIGHT ENGINE."
103364,CYLINDER #4 ROCKER COVER GASKET IS LEAKING.
103365,#1 & 2 INTAKE GASKETS LEAKING.
103366,RIGHT ENGINE #3 CYLINDER INTAKE GASKET LEAKING.
103367,#3 ROCKER COVER GASKET LEAKING.
103368,#4 ROCKER COVER IS LEAKING.
103369,ALL ROCKER COVER SCREWS NEED TIGHTENING.
103370,RIGHT BAFFLE TIE ROD IS BROKEN.
103371,"LEFT ENGINE #2, 3 ROCKER COVER GASKETS ARE LEAKING."
103372,BAFFLE SEAL WORN & WEARING ABOVE ENGINE INLET.
103373,"RIGHT FORWARD BAFFLE, #1 CYLINDER SIDE, HAS A CRACK."
103374,#1 & 2 ROCKER COVERS LEAKING.
103375,#1 & 3 ROCKER DRAIN LINES LEAKING.
103376,LEFT ENGINE #4 CYLINDER INTAKE GASKET IS LEAKING.
103377,RIGHT ENGINE #3 & 4 CYLINDER INTAKE GASKETS ARE LEAKING.
103378,#2 INTAKE LEAKING.
103379,INTAKE #3 LEAKING ON RIGHT ENGINE.
103380,#1 & 2 ROCKER COVERS LEAKING ON LEFT ENGINE.
103381,RIGHT FORWARD ENGINE BAFFLE LOOSE.
103382,#2 INTAKE TUBE GASKET LEAKING.
103383,"FORWARD LOWER BAFFLE SEAL FOR ENGINE, INTAKE WEARING INTO IT."
103384,RIGHT ENGINE WOULD NOT START.
103385,ENGINE NEEDS TO BE PRESERVED.
103393,#4 INTAKE GASKET LEAKING.
103394,SCREW MISSING FROM RIGHT ENGINE #4 BAFFLE.
103395,"LEFT ENGINE, RIGHT REAR ENGINE BAFFLE CRACKED."
103396,BAFFLE TIE ROD MISSING UNDER #2 & 4 CYLINDERS.
103397,RIVNUT STRIPPED OUT ON BAFFLE FOR OIL COOLER.
103398,"ENGINE BAFFLE CRACKED, #3 CYLINDER."
103399,#2 CYLINDER BAFFLE CRACKED.
103400,CYLINDER #3 AFT BAFFLE IS CRACKED.
103401,CYLINDER #1 FORWARD BAFFLE IS CRACKED.
103402,#4 ROCKER COVER IS LEAKING.
103403,#2 & 4 INTAKES ARE LEAKING.
103404,#2 INTAKE GASKET LEAKING.
103405,"#2, 3, 4 ROCKER COVER GASKETS LEAKING."
103406,#2 & 4 CYLINDER BAFFLE CONNECTION ROD BROKEN.
103407,#2 INTAKE GASKET LEAKING.
103408,RIGHT REAR ENGINE BAFFLE SCREW MISSING.
103409,#4 INDUCTION TUBE GASKET LEAKING.
103410,#3 ROCKER LEAKING.
103411,#4 INTAKE IS LEAKING.
103412,#2 ROCKER GASKET LEAKING.
103413,"#1, 3 & 4 INTAKE GASKETS LEAKING."
103414,RIGHT ENGINE #3 INTAKE LEAKING.
103415,LEFT ENGINE #4 INTAKE GASKET LEAKS.
103416,#2 INTAKE TUBE GASKET LEAKING.
103417,#2 INTAKE GASKET IS LEAKING.
103418,#3 & 4 INTAKES LEAKING ON RIGHT ENGINE.
103419,"#2, 3 & 4 INTAKES LEAKING ON LEFT ENGINE."
103420,#2 ENGINE CYLINDER INTAKE LEAKS.
103421,FORWARD BLACK ENGINE SEAL WORN.
103422,#3 AFT BAFFLE SUPPORT BRACKET MISSING SCREW.
103423,#2 & 4 CYLINDER BAFFLE FASTENER IS BROKEN.
103424,MOMENTARY STUCK VALVE W/ SLIGHT DROP IN RPM. IN CRUISE FLIGH
103426,#3 CYLINDER INTAKE FEELS LOOSE.
103427,#2 INTAKE LEAKING.
103428,#3 ROCKER COVER LEAKING.
103429,#4 INTAKE GASKET LEAKING.
103430,#4 INTAKE GASKET LEAKS.
103431,RIGHT BAFFLING CONNECTING ROD IS BROKEN.
103432,CYLINDER #3 INTAKE GASKET IS LEAKING.
103433,LEFT I/B BAFFLING CONNECTING ROD IS BROKEN.
103434,#3 INTAKE GASKET LEAKING.
103435,BOTH BAFFLE PLUGS WORN.
103436,"CYLINDER #2, 3 & 4 INTAKE GASKETS LEAKING."
103437,#2 & 4 ROCKER GASKETS ARE LEAKING.
103438,#3 EXHAUST PUSH ROD SEAL (I/B) LEAKING.
103439,CYLINDER #3 & 4 INTAKE GASKETS LEAKING.
103440,#2 & 4 INTAKE GASKETS LEAKING (LEFT ENGINE).
103441,#1 ROCKER GASKET LEAKING ON LEFT ENGINE.
103442,#3 & 4 ROCKER COVER GASKETS LEAKING (RIGHT ENGINE).
103443,"#3 & 4 INTAKE GASKETS LEAKING, LEFT ENGINE."
103444,#2 & 4 INTAKE GASKETS LEAKING ON RIGHT ENGINE.
103445,CYLINDER #3 AFT BAFFLE IS WORN.
103446,"#1 CYLINDER HAS OIL LEAKING AT CYLINDER BASE, LOWER AFT CORNER."
103447,DUCT TAPE ON BACK OF OIL COOLER
103448,WRENCH ON TYRAP ON TOE OF ENGINE
103449,#2 INTAKE LEAKING.
103450,"SEAL WEARING AT FORWARD LOWER BAFFLE, ABOVE INTAKE."
103451,ENGINE RIGHT REAR BAFFLE MOUNTING BRACKET LOOSE.
103453,"SCREW MISSING I/B OF OIL COOLER, FOR ENGINE BAFFLE."
103454,ENGINE HAD FLUCTUATING OIL PRESSURE READINGS. ENGINE ROUGHNE
103455,#3 CYLINDER RUNNING VERY CLEAN.
103456,CYLINDER #2 INTAKE GASKET LEAKING.
103457,CYLINDER #1 ROCKER COVER GASKET IS LEAKING.
103458,FRONT ENGINE OIL SEAL LEAKING.
103460,ENGINE NEEDS TO BE FOGGED.
103464,LEFT SIDE #4 CYLINDER INTAKE GASKET LEAKING.
103465,RIGHT ENGINE #1 INTAKE IS LEAKING.
103466,"ENGINE BAFFLE CRACKED, AFT OF #3 CYLINDER, LEFT ENGINE."
103467,"#3 & 4 INTAKE GASKET LEAKING, RIGHT ENGINE."
103468,"#4 ROCKER COVER GASKET LEAKING, RIGHT ENGINE."
103469,#3 CYLINDER ON RIGHT ENGINE HAS LOW COMPRESSION.
103470,#2 INTAKE LEAKING.
103471,#3 ROCKER COVER LEAKING.
103472,#4 ROCKER COVER GASKET LEAKING.
103473,#1 INTAKE GASKET LEAKING.
103474,#2 CYLINDER INTAKE GASKET LEAKING.
103475,#2 & 4 INTAKES ARE LEAKING.
103476,"#2, 3, 4 ROCKER COVERS ARE LEAKING."
103477,#4 INTAKE GASKET LEAKING.
103478,LOW COMPRESSION ON #3 CYLINDER.
103479,"#1, 2, 3 & 4 INTAKE GASKETS LEAKING."
103480,#1 OIL RETURN LINE LEAKING.
103481,#3 CYLINDER BAFFLE PLUG DAMAGED.
103482,#3 IGNTION LEAD STAND OFF IS BROKEN.
103483,#3 & 4 ROCKER COVERS LEAKING.
103485,#2 INTAKE GASKET TORN AND #4.
103486,#1 & 2 ROCKER GASKETS ARE LEAKING.
103487,#3 AFT BAFFLE BRACKET RIVETS HAVE PULLED THRU BRACKET.
103488,START ASSIST NEEDED.
103489,CYLINDER #3 INTAKE LEAKING.
103490,CYLINDER #4 BAFFLE HOLE/PLUG WORN.
103491,"CYLINDER #2, 4 INTAKE TUBES LEAKING AT FLEXIBLE TUBE CONNECTION."
103492,#2 & 3 INDUCTION TUBE GASKETS LEAKING.
103493,#3 INTAKE LEAKING ON LEFT ENGINE.
103494,#1 ROCKER COVER LEAKING ON RIGHT ENGINE.
103495,"INTAKES 2, 3 & 4 LEAKING ON RIGHT ENGINE."
103496,"CRACKS IN BAFFLE, FORWARD RIGHT SIDE."
103498,CYLINDER #1 FORWARD BAFFLE SEAL IS TORN LOOSE FROM FASTENER.
103499,"#1, 2, 3 & 4 INTAKE GASKETS ARE LEAKING."
103500,LEFT & RIGHT SIDE BAFFLE PLUGS LOOSE.
103501,"LEFT ENGINE, #3 INTAKE TUBE GASKET LEAKING."
103502,LEFT ENGINE #3 INTAKE LEAKING.
103503,#4 CYLINDER INTAKE GASKET IS LEAKING.
103504,#1 CYLINDER FORWARD BAFFLE SEAL HAS A HOLE WORN IN IT.
103505,#1 ROCKER COVER LEAKING.
103506,"#2, 3 INTAKE GASKETS LEAKING."
103507,LEFT & RIGHT BAFFLE PLUGS LOOSE & BROKEN.
103508,CYLINDER #4 INTAKE LEAKING.
103509,"UPON RUN UP, HAD MAGNETOS DROP OF 300+ RPM W/ AGGRESSIVE SHAKING."
103510,#2 INTAKE SLIGHT LEAK.
103511,FORWARD LOWER BAFFLE BLACK SEAL WORN FROM INTAKE.
103512,BAFFLE PLUGS ARE WORN OUT.
103513,#2 CYLINDER INTAKE GASKET LEAKING.
103514,#4 INTAKE TUBE GASKET LEAKING.
103515,"LEFT ENGINE #2, 3 CYLINDER INTAKE GASKETS LEAKING."
103516,RIGHT ENGINE #3 & 4 CYLINDER INTAKE GASKETS LEAKING.
103517,#4 ROCKER COVER MISSING SCREW.
103518,"SCREW LOOSE, 1 FOR BAFFLE BEHIND OIL DIPSTICK TUBE."
103519,RIGHT BAFFLE PLUG LOOSE.
103520,#4 INTAKE GASKET LEAKING.
103521,#4 INTAKE LEAKING.
103522,LEFT #4 INTAKE GASKET LEAKING.
103523,RIGHT #1 INTAKE GASKET LEAKING.
103524,#1 INTAKE GASKET IS LEAKING.
103525,#2 & 4 ROCKER GASKETS ARE LEAKING.
103526,#3 & 4 INTAKES ARE LEAKING.
103527,#1 CYLINDER HAS LOW COMPRESSION (30/80).
103532,#2 CYLINDER INTAKE GASKET LEAKING.
103533,"#1, 2, 3 4 INTAKE GASKETS LEAKING."
103534,LEFT & RIGHT SIDE BAFFLE PLUGS LOOSE & BROKEN.
103535,#2 & 4 CYLINDER HARNESS ANCHORS ARE BROKEN.
103536,RIGHT ENGINE #4 AFT BAFFLE CRACKED.
103537,RIGHT ENGINE #2 & 4 INTAKE GASKETS ARE LEAKING.
103538,ALL 4 INTAKE GASKETS ON LEFT ENGINE ARE LEAKING.
103539,LUECO MARKINGS REQUIRED.
103540,LEFT #4 INTAKE GASKET LEAKING.
103541,RIGHT #1 INTAKE GASKET LEAKING.
103542,#3 & 4 INTAKE LEAKING ON RIGHT ENGINE.
103543,"ENGINE QUIT AT IDLE, LOW RPM DURING TAXI, SMALL ADJUSTMENTS"
103544,LEFT ENGINE #2 & 3 INTAKES ARE LEAKING.
103545,RIGHT ENGINE #1 & 3 ROCKER COVERS ARE LEAKING.
103546,RIGHT ENGINE #4 INTAKE IS LEAKING.
103547,RIGHT ENGINE #1 & 3 ROCKER COVERS ARE LEAKING.
103548,LEFT ENGINE #2 & 3 INTAKES ARE LEAKING.
103549,LEFT ENGINE #4 CYLINDER HAS NO COMPRESSION.
103552,#2 INTAKE GASKET LEAKING.
103553,#4 ROCKER GASKET LEAKING.
103554,#2 INTAKE LEAKING.
103555,START ASSIST.
103556,"#1, 2, 3, 4 INTAKE GASKETS LEAKING."
103557,"#4 INTAKE, O/B BOLT LOCK WASHER WRONG POSITION."
103558,"#4 INTAKE GASKET LEAKING, RIGHT ENGINE."
103559,RIGHT ENGINE #3 BAFFLE SEAL SECTION LOOSE.
103560,"ENGINE BAFFLE CRACKED, BEHIND #3 CYLINDER, RIGHT ENGINE."
103561,#4 INTAKE GASKET LEAKING.
103562,#3 & 4 ROCKER COVER GASKETS LEAKING.
103563,SCREW MISSING ON #1 OUTER CYLINDER BAFFLING.
103564,AFT CRANKCASE SPIN BOLT MISSING NUT.
103565,RIGHT SIDE BAFFLE PLUG LOOSE W/ TABS BROKEN.
103566,THROTTLE AT IDLE ENGINE RAN ROUGH.
103567,RIGHT ENGINE REAR BAFFLE MOUNTING SCREW LOOSE.
103568,#1 INDUCTION TUBE GASKET LEAKING.
103569,"CYLINDER #2, 3 & 4 ROCKER COVER GASKETS ARE LEAKING."
103570,TOP OF ENGINE CRANKCASE IS LEAKING OIL THROUGH 2 MIDDLE THRO
103571,"RIGHT ENGINE, RIGHT REAR BAFFLE CRACKED."
103572,"RIGHT ENGINE, LEFT REAR BAFFLE SUPPORT CRACKED."
103573,LEFT ENGINE #2 & 3 INTAKE GASKETS LEAKING.
103574,#4 BAFFLE HAS LOOSE HARDWARE ON RIGHT ENGINE.
103575,INTAKES #2 & 4 LEAKING ON RIGHT ENGINE.
103576,#4 RUBBER BAFFLE SEAL TORN ON RIGHT ENGINE.
103577,"INTAKES #2, 3 & 4 ARE LEAKING ON LEFT ENGINE."
103578,CYLINDER #2 INTAKE LEAKING.
103579,CYLINDER #4 ROCKER COVER GASKET LEAKING.
103580,#4 CYLINDER BAFFLE INSP HOLE DOUBLER REQUIRED.
103581,LEFT ENGINE BLEED AIR LINE CHAFING.
103582,LEFT AFT COWL I/B ACCESS PANEL SCREW STRIPPED.
103583,LEFT ENGINE REPORTED AS SMOKING AFTER SHUT DOWN.
103584,#1 & 4 INTAKE GASKETS LEAKING.
103585,#2 & 3 ROCKER COVER GASKETS LEAKING.
103586,#1 & 2 INTAKE GASKETS LEAKING.
103587,RIGHT ENGINE ROUGH DURING TAXI.
103588,CYLINDER #1 ROCKER GASKET LEAKING.
103589,#1 INTAKE GASKET LEAKING.
103590,#1 ROCKER COVER GASKET LEAKING.
103591,START ASSIST.
103592,#2 INTAKE GASKET LEAKING.
103594,#2 INTAKE LEAKING.
103595,#2 INTAKE LEAKS.
103596,#2 & 4 INTAKE GASKETS LEAKING.
103597,#3 & 4 ROCKER COVER GASKETS LEAKING.
103598,LEFT ENGINE BAFFLE CRACKED.
103599,RIGHT #3 ROCKER COVER LEAKING.
103600,RIGHT ENGINE #4 INTAKE GASKET LEAKING.
103601,"LEFT ENGINE #2, 3, 4 INTAKE GASKETS LEAKING."
103602,#2 INTAKE GASKET LEAKING.
103603,#3 ROCKER COVER GASKET LEAKING.
103604,#2 INTAKE GASKET LEAKING.
103605,LEFT ENGINE #4 CYLINDER INTAKE GASKET IS LEAKING.
103606,LEFT ENGINE #4 CYLINDER SIDE BAFFLE IS MISSING A BOLT.
103607,RIGHT ENGINE #4 CYLINDER ROCKER COVER GASKET IS LEAKING.
103608,LEFT ENGINE #2 & 4 CYLINDER ROCKER COVER GASKETS ARE LEAKING.
103609,#3 ROCKER COVER GASKET LEAKING.
103610,"COWL SEAL, ABOVE #3 CYLINDER BAFFLE, FELL OFF RIVET."
103611,#3 INTAKE GASKET LEAKS ON LEFT ENGINE.
103612,#2 & 4 INTAKE GASKETS LEAKING ON RIGHT ENGINE.
103613,"RIGHT ENGINE, RIGHT FRONT ENGINE BAFFLE SEAL NEEDS TO BE RESECUR"
103614,"LEFT #2, 3 & 4 INTAKE TUBE GASKETS LEAKING."
103615,BOTH BAFFLE PLUG TABS BROKEN OFF.
103616,#2 & 4 CYLINDER INTAKE GASKETS LEAKING.
103617,ROCKER BOX COVER SCREWS LOOSE.
103618,#4 CYLINDER HARNESS CLAMP BROKEN.
103619,#3 & 4 ROCKER COVER GASKETS ARE LEAKING.
103620,"DEPARTING 17L @ 2450 LBS, DURING CLIMB OUT @ 2000' MSL, WERE"
103621,#4 INTAKE GASKET IS LEAKING.
103622,SCREW MISSING ON #3 BAFFLE BRACKET.
103623,FOUND BROKEN COVER SCREW ON GROUND.
103624,LEFT FORWARD #2 ENGINE BAFFLE CRACKED.
103625,#1 & 2 INTAKE GASKETS LEAKING.
103626,#4 ROCKER GASKET LEAKING.
103627,#2 CYLINDER BAFFLE SEAL NEEDS TO BE SECURED.
103628,#1 CYLINDER FORWARD BAFFLE CRACKED.
103629,#4 INTAKE GASKET LEAKING.
103630,"ON POST RUN UP, FOUND ENGINE RUNNING ROUGH AT IDLE. #2 CYLINDER C"
103633,"LEFT ENGINE, LEFT BAFFLE TIE ROD BROKEN."
103634,CYLINDER #3 PUSH ROD TUBE ADEL CLAMP HAS WORN RUBBER.
103635,#3 INTAKE GASKET LEAKING.
103636,#4 ROCKER COVER GASKET LEAKING.
103637,"UPON RUN UP, ROUGH MAGNETOS & NOT WITHIN TOLERANCE. RAN FOULED PROC"
103638,START ASSIST REQUIRED.
103640,#4 INTAKE GASKET LEAKING.
103641,LEFT REAR ENGINE BAFFLE CRACKED.
103642,#2 INTAKE GASKET LEAKING.
103643,#2 & 4 ROCKER COVER GASKET LEAKING.
103644,"ENGINE BAFFLE CRACKED, ABOVE #1 CYLINDER."
103645,#2 ROCKER COVER GASKET LEAKING.
103646,CYLINDER #2 & 4 INTAKE GASKET LEAKING.
103647,ROCKER COVER GASKET CYLINDER #3 & 4 LEAKING.
103648,RIGHT BAFFLE SPRING BROKEN.
103649,#2 CYLINDER INTAKE GASKET LEAKING.
103650,#1 CYLINDER ROCKER COVER LEAKING.
103651,RIGHT #3 INTAKE GASKET IS LEAKING.
103652,RIGHT #3 AFT BAFFLE SEAL HAS A HOLE.
103653,CYLINDER #3 BAFFLE SCREW LOOSE.
103654,LEFT ENGINE INTAKE 2 & 3 LEAKING.
103655,BAFFLE SEAL LOOSE ABOVE #4 CYLINDER ON LEFT ENGINE.
103656,OIL COOLERS DIRTY.
103657,SNIFFLER VALVES DIRTY.
103658,#2 ROCKER COVER GASKET LEAKING.
103659,#3 INTAKE GASKET LEAKING.
103660,CRACK EXTENDING BEYOND STOP DRILL ON UPPER #2 CYLINDER BAFFLE.
103661,#2 INTAKE GASKET LEAKING.
103663,#3 ROCKER COVER GASKET LEAKING.
103665,#3 AFT BAFFLE SCREW APPEARS TO BE LOOSE BEHIND DIPSTICK TUBE
103666,FORWARD LOWER ENGINE SEAL WORN ABOVE AIR INTAKE.
103667,#2 INTAKE LEAKING.
103668,CYLINDER #2 INTAKE GASKET LEAKING.
103669,LEFT ENGINE #2 BAFFLE LOOSE.
103670,"#1, 2, 4 ROCKER GASKETS LEAKING."
103671,"#2, 3, 4 INTAKE GASKETS LEAKING ON LEFT ENGINE."
103672,#1 ROCKER COVER GASKET LEAKING ON RIGHT ENGINE.
103673,#3 ROCKER COVER GASKET LEAKING ON LEFT ENGINE.
103674,#3 & 4 INTAKE GASKETS LEAKING ON RIGHT ENGINE.
103675,#2 INTAKE LEAKING.
103676,#4 CYLINDER ROCKER COVER IS MISSING SCREW.
103677,RIGHT ENGINE #3 INTAKE TUBE GASKET LEAKING.
103678,"LEFT ENGINE #2, 3 & 4 INTAKE TUBE GASKETS LEAKING."
103679,"LEFT ENGINE #1, 2, 3 & 4 ROCKER BOX COVER GASKETS LEAKING."
103680,#3 ROCKER BOX COVER GASKET LEAKING.
103681,#2 ROCKER GASKET LEAKING.
103682,#1 CYLINDER ROCKER GASKET LEAKING.
103683,"#2, 4 CYLINDER INTERCOOLING BAFFLE WIRE NEEDS TO BE REPOSITI"
103684,RIGHT ENGINE #3 & 4 INTAKE GASKETS LEAKING.
103685,#2 & 4 CYLINDER INTAKES LEAKING ON LEFT ENGINE.
103686,BAFFLE PLUG OUT
103687,SHORT DIPSTICK INSTALLED
103688,FORWARD LOWER SEAL ON BAFFLING WORN AT AIR INTAKE.
103689,LEFT ENGINE ALL ROCKER BOX COVER SCREWS LOOSE.
103690,LEFT ENGINE #1 ROCKER COVER GASKET LEAKING.
103691,LEFT ENGINE #4 INTAKE GASKET LEAKING.
103692,#4 INTAKE GASKET LEAKING.
103693,BAFFLE PLUGS NEED TO BE REPLACED.
103694,"#4 CYLINDER HAS LOW COMPRESSION, LEAKING #4 EXHAUST VALVE."
103695,#2/4 BAFFLE CONNECT WIRE INSTALLED BELOW INTERCYLINDER BAFFL
103696,"#4 CYLINDER HAS LOW COMPRESSION, LEAKING #4 EXHAUST VALVE."
103700,CYLINDER #3 INTAKE GASKET LEAKING.
103701,BAFFLE PLUGS ARE WORN.
103702,ENGINE BAFFLE SCREW LOOSE BEHIND OIL FILLER TUBE.
103703,CABLE SHEATH LOOSE ON PILOTS SEAT.
103704,SNIFFLER VALVES DIRTY.
103705,#3 BAFFLE SEAL RIVETS LOOSE.
103706,TOP BOLT ON ENGINE CASE LEAKING.
103707,#4 CYLINDER INTAKE GASKET LEAKING.
103708,ENGINE BAFFLE CRACKED ABOVE #1 CYLINDER.
103709,#2 INTAKE TUBE GASKET LEAKING.
103710,MISSING SCREW ON CYLINDER #3 BAFFLE.
103711,"RIGHT AFT ENGINE BAFFLE SCREW MISSING, SECURED TO ENGINE CASE."
103712,"#1, 2, 3, 4 ROCKER COVER GASKETS NEED TO BE REPLACED."
103713,"MISSING BAFFLE SCREW ON RIGHT UPPER ROCKER COVER, #1 CYLINDER."
103714,#4 ROCKER COVER GASKET LEAKING.
103715,CYLINDER #2 INTAKE GASKET LEAKING.
103716,"ROCKER COVER GASKET, CYLINDER #3, LEAKING."
103717,LEFT #3 INTAKE GASKET LEAKING.
103718,RIGHT #4 ROCKER COVER IS LEAKING.
103719,"LEFT #3, 4 ROCKER COVER GASKETS LEAKING."
103720,LEFT ENGINE BAFFLE TIE ROD IS RUBBING ON #2 OIL RETURN LINE CLAM
103721,#3 INTAKE TUBE GASKET LEAKING.
103722,#4 INATKE GASKET LEAKING.
103723,#1 ROCKER COVER GASKET LEAKING.
103724,BAFFLE SCREW BEHIND DIPSTICK MISSING.
103725,OIL COOLER TIMED OUT.
103726,RIVET PULLED THROUGH ENGINE BAFFLE SEAL ABOVE #2 CYLINDER.
103727,"#2, 3 ROCKER COVER GASKETS LEAKING."
103728,FOREIGN OBJECT DAMAGE ON OIL COOLER
103729,FOREIGN OBJECT DAMAGE ON TOP OF ENGINE
103730,#2 CYLINDER ROCKER COVER GASKET LEAKING.
103731,RIGHT ENGINE #2 & 4 INTAKE HAVE SLIGHT LEAK.
103732,ROCKER COVER GASKET CYLINDER #2 LEAKING.
103733,INTAKE GASKET CYLINDER #4 LEAKING.
103734,LEFT ENGINE LOWER FIRE SEAL LOOSE.
103735,RIGHT ENGINE INTAKE SCREEN LOOSE.
103736,"1 FIRST STAGE COMPRESSOR BLADE HAS DAMAGE, NEAR TIP."
103737,RIGHT ENGINE AFT BAFFLE SUPPORT BRACKET RIVETS ARE SHEARED.
103738,RIGHT ENGINE #3 INTAKE TUBE GASKET LEAKING.
103739,RIGHT ENGINE #2 & 3 ROCKER BOX COVER GASKET LEAKING.
103740,LEFT ENGINE #2 & 4 INTAKE TUBE GASKETS LEAKING.
103741,RIGHT ENGINE #2 & 4 ROCKER COVER GASKETS LEAKING.
103742,"#1, 2 & 4 CYLINDER ROCKER COVER GASKETS ARE LEAKING."
103743,INTAKE GASKET CYLINDER #4 LEAKING.
103744,#1 CYLINDER BAFFLE SEAL LOOSE.
103745,"#1, 2 CYLINDER ROCKER COVER GASKETS LEAKING."
103746,#2 INTAKE LEAKING.
103747,#2 & 4 ROCKER COVERS LEAKING.
103748,#2 INTAKE GASKET LEAKING.
103749,#3 & 4 ROCKER GASKETS LEAKING.
103750,LEFT O/B BAFFLE TIE WIRE BROKEN.
103751,INTAKES 3 & 4 LEAKING.
103752,#3 EXHAUST VALVE LEAKING ON RIGHT ENGINE.
103753,RIGHT ENGINE CYLINDER #4 SIDE BAFFLE SEAL IS COMING LOOSE.
103754,RIGHT CYLINDER #3 AFT BAFFLE IS CRACKED.
103755,#3 EXHAUST VALVE LEAKING ON RIGHT ENGINE.
103758,"LEFT ENGINE, LEFT FORWARD BAFFLE SEAL IS LOOSE."
103759,INTAKE GASKET CYLINDER #4 LEAKING.
103760,LEFT FORWARD ENGINE BAFFLE CRACKED.
103761,LEFT REAR ENGINE BAFFLE SUPPORT CRACKED.
103762,INTAKES #2 & 4 LEAKING ON RIGHT ENGINE.
103763,RIGHT ENGINE #1 CYLINDER HAS LOW COMPRESSIONS (55 PSI).
103764,"#2, 3, 4 INTAKE GASKETS LEAKING."
103765,#4 ROCKER COVER GASKET LEAKING.
103767,#4 CYLINDER INTAKE LEAKING.
103768,LEFT ENGINE #1 & 4 ROCKER COVERS ARE LEAKING.
103769,"LEFT & RIGHT ENGINE FIREWALLS NEED TO BE SEALED, WHERE ENGINE CONTROL"
103770,"RIGHT ENGINE, RIGHT BAFFLE TIE ROD IS RUBBING ON OIL RETURN LINE HO"
103771,#3 INTAKE LEAKING ON RIGHT ENGINE.
103772,#2 INTAKE GASKET LEAKING.
103773,BOTH ENGINE BAFFLE PLUGS WORN.
103774,TOP BOLT ON CRANKCASE HAS OIL LEAK.
103775,FOREIGN OBJECT DAMAGE ON TOP OF ENGINE
103776,OIL COOLER BOLT BACKED OFF
103777,#4 & 1 INTAKE GASKET LEAKING.
103778,#2 ROCKER COVER GASKET LEAKING.
103779,CRACKS NOTED EXTENDING FROM RIVET ON INSIDE OF #! CYLINDER BAFFLE
103780,ENGINE RIGHT REAR BAFFLE SUPPORT BRACKET LOOSE.
103781,#4 INTAKE LEAKING.
103782,DAMAGED GROMMET FOR OIL PRESSURE SWITCH WIRE HARNESS THROUGH
103783,"AFT LEFT ENGINE BAFFLE CRACKED, TOP CORNER NEXT TO CYLINDER #4."
103784,OIL COLLECTING ON BOTTOM OF LEFT NACELLE. POOLING ON INTERIOR
103787,START ASSIST ON LEFT ENGINE.
103788,"DURING CRUISE, RPM OVERSPED, HIGHEST NUMBER SEEN WAS 2740. N"
103789,CREW WAS UNABLE TO START LEFT ENGINE.
103790,"START ASSIST, LEFT ENGINE."
103791,ENGINE IDLE SPEED AT 780 RPM.
103792,#2 & 3 INTAKE GASKETS LEAKING ON RIGHT ENGINE.
103793,#2 & 3 CYLINDER ROCKER COVERS LEAKING.
103794,RIGHT ENGINE #3 INTAKE GASKET LEAKING.
103795,ALL VALVE COVERS LOOSE.
103796,1 BAFFLE BUTTON WORN.
103797,#2 INTAKE GASKET LEAKING.
103798,#4 ROCKER COVER IS LEAKING.
103799,"FORWARD BAFFLE SEAL WORN, BY AIR FILTER."
103800,"LEFT ENGINE, LEFT REAR ENGINE BAFFLE CRACKED."
103801,RIGHT ENGINE #3 & 4 INTAKE GASKETS LEAKING.
103802,LEFT ENGINE #3 INTAKE LEAKING.
103803,"#2 & 3 ROCKER COVER GASKETS LEAKING, LEFT ENGINE."
103804,#3 & 4 INTAKES LEAKING.
103805,"OIL LEAK AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL."
103807,SCREW MISSING FROM #3 SIDE BAFFLE.
